epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.8729768991470337,"""[tensor(0.8745, device='cuda:0'), tensor(0.8714, device='cuda:0')]""",0.29796403646469116,0.999562680721283,0.007349713705480099,0.897201418876648,"""[tensor(0.8977, device='cuda:0'), tensor(0.8967, device='cuda:0')]""",0.24980059266090393,0.9986342787742615,0.02344551682472229
1,0.8987511396408081,"""[tensor(0.9004, device='cuda:0'), tensor(0.8970, device='cuda:0')]""",0.24616196751594543,0.9990426898002625,0.037750180810689926,0.9027742147445679,"""[tensor(0.9031, device='cuda:0'), tensor(0.9024, device='cuda:0')]""",0.23711635172367096,0.9984076619148254,0.04825056344270706
2,0.9040566086769104,"""[tensor(0.9059, device='cuda:0'), tensor(0.9022, device='cuda:0')]""",0.23314085602760315,0.9990044832229614,0.045173048973083496,0.9054868817329407,"""[tensor(0.9098, device='cuda:0'), tensor(0.9008, device='cuda:0')]""",0.23181408643722534,0.9989347457885742,0.04810947924852371
3,0.9089505076408386,"""[tensor(0.9107, device='cuda:0'), tensor(0.9071, device='cuda:0')]""",0.22161133587360382,0.9993691444396973,0.053482573479413986,0.9100784659385681,"""[tensor(0.9115, device='cuda:0'), tensor(0.9086, device='cuda:0')]""",0.21756921708583832,0.9993509650230408,0.04937281832098961
4,0.9116120934486389,"""[tensor(0.9134, device='cuda:0'), tensor(0.9097, device='cuda:0')]""",0.21501554548740387,0.9994458556175232,0.05219317600131035,0.895425021648407,"""[tensor(0.9032, device='cuda:0'), tensor(0.8863, device='cuda:0')]""",0.24517448246479034,0.9996286630630493,0.05179047957062721
5,0.9140992760658264,"""[tensor(0.9159, device='cuda:0'), tensor(0.9122, device='cuda:0')]""",0.2086234837770462,0.9995768666267395,0.053173888474702835,0.9168953895568848,"""[tensor(0.9183, device='cuda:0'), tensor(0.9154, device='cuda:0')]""",0.20230303704738617,0.9997896552085876,0.06096731871366501
6,0.9164023399353027,"""[tensor(0.9182, device='cuda:0'), tensor(0.9146, device='cuda:0')]""",0.20302174985408783,0.999604344367981,0.06296171993017197,0.9194156527519226,"""[tensor(0.9215, device='cuda:0'), tensor(0.9172, device='cuda:0')]""",0.19827516376972198,0.9998745918273926,0.05113636329770088
7,0.9191218018531799,"""[tensor(0.9208, device='cuda:0'), tensor(0.9173, device='cuda:0')]""",0.19748245179653168,0.999661922454834,0.057044487446546555,0.9176456928253174,"""[tensor(0.9177, device='cuda:0'), tensor(0.9176, device='cuda:0')]""",0.19985678791999817,0.9993584752082825,0.06993253529071808
8,0.9208613634109497,"""[tensor(0.9225, device='cuda:0'), tensor(0.9191, device='cuda:0')]""",0.19328173995018005,0.9994775056838989,0.055357180535793304,0.9222886562347412,"""[tensor(0.9233, device='cuda:0'), tensor(0.9212, device='cuda:0')]""",0.1903420388698578,1.0,0.055445823818445206
9,0.9224176406860352,"""[tensor(0.9241, device='cuda:0'), tensor(0.9207, device='cuda:0')]""",0.1898656040430069,0.9994578957557678,0.06224547699093819,0.9222116470336914,"""[tensor(0.9238, device='cuda:0'), tensor(0.9205, device='cuda:0')]""",0.1902158409357071,0.9994992017745972,0.06399419903755188
