epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.8694173693656921,"""[tensor(0.8715, device='cuda:0'), tensor(0.8673, device='cuda:0')]""",0.2962944805622101,0.867530345916748,0.867275059223175,0.9036912322044373,"""[tensor(0.9034, device='cuda:0'), tensor(0.9040, device='cuda:0')]""",0.23083102703094482,0.9163957238197327,0.8820990920066833
1,0.909651517868042,"""[tensor(0.9114, device='cuda:0'), tensor(0.9079, device='cuda:0')]""",0.2192312777042389,0.9161999821662903,0.9008837938308716,0.9129194021224976,"""[tensor(0.9128, device='cuda:0'), tensor(0.9131, device='cuda:0')]""",0.20998816192150116,0.9174286723136902,0.9071798920631409
2,0.9161362648010254,"""[tensor(0.9178, device='cuda:0'), tensor(0.9144, device='cuda:0')]""",0.204199880361557,0.9189810156822205,0.9124425053596497,0.9189539551734924,"""[tensor(0.9200, device='cuda:0'), tensor(0.9178, device='cuda:0')]""",0.1988309621810913,0.9225270748138428,0.914522647857666
3,0.9197118282318115,"""[tensor(0.9213, device='cuda:0'), tensor(0.9181, device='cuda:0')]""",0.19540362060070038,0.9249727725982666,0.9129377007484436,0.9218910336494446,"""[tensor(0.9227, device='cuda:0'), tensor(0.9211, device='cuda:0')]""",0.1922205686569214,0.9267165064811707,0.9162926077842712
4,0.9225389957427979,"""[tensor(0.9241, device='cuda:0'), tensor(0.9209, device='cuda:0')]""",0.18919800221920013,0.9287814497947693,0.9144770503044128,0.9233211278915405,"""[tensor(0.9241, device='cuda:0'), tensor(0.9225, device='cuda:0')]""",0.18874219059944153,0.9302681088447571,0.9134388566017151
5,0.9248228073120117,"""[tensor(0.9264, device='cuda:0'), tensor(0.9232, device='cuda:0')]""",0.18404054641723633,0.9326518774032593,0.9142431616783142,0.926052987575531,"""[tensor(0.9269, device='cuda:0'), tensor(0.9251, device='cuda:0')]""",0.18293452262878418,0.9344468712806702,0.914875328540802
6,0.926855742931366,"""[tensor(0.9284, device='cuda:0'), tensor(0.9252, device='cuda:0')]""",0.17959067225456238,0.935563862323761,0.9153348207473755,0.9258349537849426,"""[tensor(0.9277, device='cuda:0'), tensor(0.9239, device='cuda:0')]""",0.18601685762405396,0.9346320629119873,0.9140737056732178
7,0.9286355376243591,"""[tensor(0.9301, device='cuda:0'), tensor(0.9271, device='cuda:0')]""",0.17599469423294067,0.9373154640197754,0.9166386723518372,0.9277331829071045,"""[tensor(0.9286, device='cuda:0'), tensor(0.9268, device='cuda:0')]""",0.17703205347061157,0.9350942373275757,0.9174340963363647
8,0.9295993447303772,"""[tensor(0.9311, device='cuda:0'), tensor(0.9281, device='cuda:0')]""",0.17379125952720642,0.9371359944343567,0.9190598726272583,0.9296442270278931,"""[tensor(0.9315, device='cuda:0'), tensor(0.9277, device='cuda:0')]""",0.17504270374774933,0.9366322159767151,0.9197298884391785
9,0.9308750629425049,"""[tensor(0.9323, device='cuda:0'), tensor(0.9294, device='cuda:0')]""",0.17115791141986847,0.9387776851654053,0.9195832014083862,0.930728018283844,"""[tensor(0.9317, device='cuda:0'), tensor(0.9297, device='cuda:0')]""",0.17213740944862366,0.9376548528671265,0.919633686542511
10,0.9318774938583374,"""[tensor(0.9333, device='cuda:0'), tensor(0.9304, device='cuda:0')]""",0.16902345418930054,0.9400404691696167,0.9196330308914185,0.9278101325035095,"""[tensor(0.9278, device='cuda:0'), tensor(0.9278, device='cuda:0')]""",0.17595089972019196,0.9355250597000122,0.9168248772621155
11,0.9326106309890747,"""[tensor(0.9340, device='cuda:0'), tensor(0.9312, device='cuda:0')]""",0.16732528805732727,0.9405989050865173,0.9204409122467041,0.9324274063110352,"""[tensor(0.9337, device='cuda:0'), tensor(0.9311, device='cuda:0')]""",0.16833175718784332,0.9401898980140686,0.920678973197937
12,0.9333420991897583,"""[tensor(0.9347, device='cuda:0'), tensor(0.9319, device='cuda:0')]""",0.16586408019065857,0.9409016966819763,0.9213983416557312,0.931157648563385,"""[tensor(0.9320, device='cuda:0'), tensor(0.9302, device='cuda:0')]""",0.17102068662643433,0.9394820928573608,0.919281005859375
